Count,BpS_Code_105,Zone_105,BpS_Model_105,BpS_Name_105,GroupVeg_105,LABEL_105,Departure_105,BpS_Code_110,Zone_110,BpS_Model_110,BpS_Name_110,GroupName_110,GroupVeg_110,LABEL_110,Departure_110,BPS_CODE_130,ZONE_130,BPS_MODEL_130,BPS_NAME_130,GROUPNAME_130,GROUPVEG_130,LABEL_130,Departure_130,us_105vdep,us_110vdep,us_130vdep,Parcel ID,fee - protection year,fee - orgname,easement - year,easement - orgname,PROTECTED
3,14360,65,6514360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,54,54,14360,65,6514360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,,,14360,65,6514360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,31,31,54,180,31,25007_07948,2001,The Nature Conservancy,2004,The Nature Conservancy,YES
1,14360,65,6514360,Northern Atlantic Coastal Plain Dune and Swale,Grassland,54,54,14360,65,6514360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,56,56,14360,65,6514360,Northern Atlantic Coastal Plain Dune and Swale,American Beachgrass-Northern Bayberry-1,Grassland,31,31,54,56,31,25007_07948,2001,The Nature Conservancy,2004,The Nature Conservancy,YES
30,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,58,55,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
2,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,80,80,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,81,80,58,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
26,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,78,180,181,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
8,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,180,68,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
65,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
3,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,75,75,81,81,75,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
9,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,78,78,181,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
4,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,55,55,58,180,55,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
10,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,46,46,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,53,53,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,46,53,24,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
12,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,,,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,Burnable Agriculture,Burnable Agriculture,81,180,181,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
9,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,58,180,121,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
9,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,78,78,121,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
17,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,,,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,58,180,181,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
6,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,85,85,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,86,86,13620,65,6513620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,85,86,74,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
3,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Agriculture,Burnable Agriculture,58,58,181,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
6,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,78,180,121,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
1,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,58,58,13660,65,6513660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Eastern Hemlock-White Pine-Yellow Birch-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,58,58,121,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
2,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,81,81,13020,65,6513020,Laurentian-Acadian Northern Hardwoods Forest,Sugar Maple-Eastern Hemlock-5,Hardwood,Non-burnable Urban,Non-burnable Urban,81,81,120,50021_30109,2001,The Nature Conservancy,2006,Vermont Housing and Conservation Board,YES
9,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,79,79,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,79,79,68,44007_067037,2001,Glocester Land Trust,2008,The Nature Conservancy,YES
4,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,56,56,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,70,70,13770,65,6513770,Central Appalachian Pine-Oak Rocky Woodland,Red Pine-Pitch Pine-Black Oak-3,Hardwood-Conifer,24,24,56,70,24,44007_067037,2001,Glocester Land Trust,2008,The Nature Conservancy,YES
31,13240,65,6513240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,70,70,13240,65,6513240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,13240,65,6513240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,70,75,75,44009_16248,2001,The Nature Conservancy,2010,The Nature Conservancy,YES
29,14800,65,6514800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,20,20,14800,65,6514800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,19,19,14800,65,6514800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,20,19,18,44009_16248,2001,The Nature Conservancy,2010,The Nature Conservancy,YES
1,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Riparian,32,32,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,32,32,14790,65,6514790,Central Interior and Appalachian Swamp Systems,Red Maple-Black Ash-Blackgum-5,Riparian,40,40,32,32,40,36115_12629,2001,The Nature Conservancy,,,YES
3,14720,65,6514720,Central Interior and Appalachian Riparian Systems,Riparian,62,62,14720,65,6514720,Central Interior and Appalachian Riparian Systems,River Birch-American Sycamore-3,Riparian,63,63,14720,65,6514720,Central Interior and Appalachian Riparian Systems,River Birch-American Sycamore-3,Riparian,50,50,62,63,50,36115_12629,2001,The Nature Conservancy,,,YES
5,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Riparian,53,53,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,54,54,14750,65,6514750,Laurentian-Acadian Floodplain Systems,Silver Maple-Green Ash-Black Ash-3,Riparian,19,19,53,54,19,36115_12629,2001,The Nature Conservancy,,,YES
20,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,65,6513690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,36115_12629,2001,The Nature Conservancy,,,YES
16,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,81,81,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,80,80,13700,65,6513700,Appalachian (Hemlock-)Northern Hardwood Forest,Beech-Hemlock-Sugar Maple-5,Hardwood,58,58,81,80,58,36115_12629,2001,The Nature Conservancy,,,YES
2,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,15,15,11,na,na,Open Water,Open Water,Open Water,Water,Water,14,15,111,33017_07283,2001,The Nature Conservancy,,,YES
538,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,15,15,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,14,15,18,33017_07283,2001,The Nature Conservancy,,,YES
71,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,71,71,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,66,66,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,71,66,75,33017_07283,2001,The Nature Conservancy,,,YES
146,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,78,68,33017_07283,2001,The Nature Conservancy,,,YES
3,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,,,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,18,18,14,180,18,33017_07283,2001,The Nature Conservancy,,,YES
47,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,,,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,Burnable Agriculture,Burnable Agriculture,14,180,181,33017_07283,2001,The Nature Conservancy,,,YES
6,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,15,15,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,Burnable Agriculture,Burnable Agriculture,14,15,181,33017_07283,2001,The Nature Conservancy,,,YES
21,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,71,71,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,,,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,Burnable Agriculture,Burnable Agriculture,71,180,181,33017_07283,2001,The Nature Conservancy,,,YES
3,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,71,71,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,66,66,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,Burnable Urban,Burnable Urban,71,66,121,33017_07283,2001,The Nature Conservancy,,,YES
3,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,71,71,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,66,66,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,Burnable Agriculture,Burnable Agriculture,71,66,181,33017_07283,2001,The Nature Conservancy,,,YES
1,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,78,180,68,33017_07283,2001,The Nature Conservancy,,,YES
46,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,Agriculture,Agriculture,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,,,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,Burnable Agriculture,Burnable Agriculture,180,180,181,33017_07283,2001,The Nature Conservancy,,,YES
4,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,14,14,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,15,15,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,Burnable Urban,Burnable Urban,14,15,121,33017_07283,2001,The Nature Conservancy,,,YES
5,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Burnable Urban,Burnable Urban,78,78,121,33017_07283,2001,The Nature Conservancy,,,YES
13,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,Agriculture,Agriculture,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,,,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,Burnable Agriculture,Burnable Agriculture,180,180,181,33017_07283,2001,The Nature Conservancy,,,YES
1,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,Urban,Urban,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,,,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,Non-burnable Urban,Non-burnable Urban,120,120,120,33017_07283,2001,The Nature Conservancy,,,YES
19,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,Agriculture,Agriculture,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,,,14800,66,6614800,Gulf and Atlantic Coastal Plain Swamp Systems,Bald Cypress-Atlantic White Cedar-Red Maple-5,Riparian,Burnable Urban,Burnable Urban,180,180,121,33017_07283,2001,The Nature Conservancy,,,YES
1,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,71,71,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,,,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,71,180,75,33017_07283,2001,The Nature Conservancy,,,YES
2,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,Agriculture,Agriculture,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,,,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,Burnable Urban,Burnable Urban,180,180,121,33017_07283,2001,The Nature Conservancy,,,YES
3,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,80,80,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,13620,66,6613620,Laurentian-Acadian Northern Pine(-Oak) Forest,Red Pine-White Pine-White Oak-3,Hardwood-Conifer,74,74,80,74,74,33015_045910,2001,The Nature Conservancy,,,YES
107,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,77,77,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,78,78,13690,66,6613690,Central Appalachian Dry Oak-Pine Forest,Chestnut Oak-Virginia Pine-White Pine-3,Hardwood-Conifer,68,68,77,78,68,33015_045910,2001,The Nature Conservancy,,,YES
6,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,65,65,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,59,59,13240,66,6613240,Northern Atlantic Coastal Plain Hardwood Forest,White Oak-Black Oak-Little Bluestem-1,Hardwood,75,75,65,59,75,33015_045910,2001,The Nature Conservancy,,,YES
